id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,district,gi2010,gi2011,gi2012,gi2013,gi2014,gi2015,gi2016,gi2017,gi2018,gi2019
"113",Central Kalimantan,Gunung Mas," 1,944,387 "," 2,072,078 "," 2,202,329 "," 2,353,542 "," 2,504,470 "," 2,678,716 "," 2,866,190 "," 3,056,181 "," 3,266,085 "," 3,501,669 ",Gunung Mas,"0","0","0","0","0","0","0","0","0","0"
"114",North Maluku ,Halmahera Barat," 942,544 "," 999,335 "," 1,058,317 "," 1,119,686 "," 1,180,139 "," 1,246,254 "," 1,310,142 "," 1,375,674 "," 1,444,818 "," 1,521,861 ",Halmahera Barat,"0","0","0","0","0","0","0","0","0","0"
"115",North Maluku ,Halmahera Selatan," 2,258,752 "," 2,399,892 "," 2,562,624 "," 2,727,948 "," 2,908,534 "," 3,064,246 "," 3,238,569 "," 3,758,575 "," 4,338,829 "," 4,865,856 ",Halmahera Selatan,"0","0","0","0","0","0","0","0","0","0"
"116",North Maluku ,Halmahera Tengah," 952,193 "," 1,002,259 "," 1,052,587 "," 1,108,318 "," 1,087,223 "," 1,134,431 "," 1,261,992 "," 1,335,188 "," 1,428,073 "," 1,518,908 ",Halmahera Tengah,"0","0","0","0","0","0","0","0","0","0"
"117",North Maluku ,Halmahera Timur," 1,555,083 "," 1,663,183 "," 1,759,419 "," 1,861,975 "," 1,682,085 "," 1,784,896 "," 1,883,153 "," 2,018,231 "," 2,179,632 "," 2,291,772 ",Halmahera Timur,"0","0","0","0","0","0","0","0","0","0"
"118",North Maluku ,Halmahera Utara," 2,401,530 "," 2,544,288 "," 2,696,949 "," 2,832,854 "," 3,026,560 "," 3,220,475 "," 3,350,214 "," 3,571,925 "," 3,658,055 "," 3,754,687 ",Halmahera Utara,"0","0","0","0","0","0","0","0","0","0"
"119",South Kalimantan,Hulu Sungai Selatan," 2,842,095 "," 2,995,485 "," 3,155,163 "," 3,334,465 "," 3,527,587 "," 3,740,951 "," 3,968,568 "," 4,211,489 "," 4,470,254 "," 4,706,463 ",Hulu Sungai Selatan,"0","0","0","0","0","0","0","0","0","0"
"120",South Kalimantan,Hulu Sungai Tengah," 2,996,326 "," 3,175,364 "," 3,329,328 "," 3,523,288 "," 3,719,105 "," 3,946,886 "," 4,191,954 "," 4,431,992 "," 4,660,570 "," 4,882,209 ",Hulu Sungai Tengah,"0","0","0","0","0","0","0","0","0","0"
"121",South Kalimantan,Hulu Sungai Utara," 2,039,851 "," 2,170,793 "," 2,288,015 "," 2,410,138 "," 2,554,597 "," 2,690,886 "," 2,815,484 "," 2,977,886 "," 3,151,547 "," 3,325,247 ",Hulu Sungai Utara,"0","0","0","0","0","0","0","0","0","0"
"122",North Sumatera,Humbang Hasundutan," 2,652,189 "," 2,762,128 "," 2,918,176 "," 3,085,198 "," 3,256,189 "," 3,406,802 "," 3,577,049 "," 3,756,661 "," 3,946,120 "," 4,141,097 ",Humbang Hasundutan,"0","0","0","0","0","0","0","1","1","1"
"123",Riau,Indragiri Hilir," 28,057,945 "," 30,066,529 "," 32,444,458 "," 34,769,508 "," 37,160,801 "," 37,923,472 "," 39,697,572 "," 41,491,371 "," 42,988,737 "," 44,774,868 ",Indragiri Hilir,"0","0","0","0","0","0","0","0","0","0"
"124",Riau,Indragiri Hulu," 20,782,753 "," 21,874,124 "," 23,708,459 "," 25,180,130 "," 26,571,896 "," 25,791,527 "," 26,742,942 "," 27,807,309 "," 28,778,036 "," 29,866,425 ",Indragiri Hulu,"0","0","0","0","0","0","0","0","0","0"
"125",West Java,Indramayu," 47,859,833 "," 49,804,916 "," 51,389,041 "," 52,858,951 "," 55,464,114 "," 56,663,300 "," 56,706,183 "," 57,515,011 "," 58,287,977 "," 60,153,183 ",Indramayu,"0","0","0","0","0","0","0","0","0","0"
"126",Papua,Intan Jaya," 326,838 "," 409,473 "," 478,826 "," 532,807 "," 589,836 "," 649,346 "," 695,897 "," 721,390 "," 741,540 "," 761,705 ",Intan Jaya,"0","0","0","0","0","0","0","0","0","0"
"127",Papua,Jayapura," 4,457,371 "," 4,968,321 "," 5,522,701 "," 6,086,193 "," 6,772,033 "," 7,445,582 "," 8,081,233 "," 8,647,527 "," 9,312,179 "," 9,978,844 ",Jayapura,"0","0","0","0","0","0","0","0","0","0"
"128",Papua,Jayawijaya," 2,758,216 "," 2,928,556 "," 3,153,312 "," 3,383,965 "," 3,623,141 "," 3,850,839 "," 4,030,520 "," 4,252,443 "," 4,521,863 "," 4,746,650 ",Jayawijaya,"0","0","0","0","0","0","0","0","0","1"
"129",East Java,Jember," 33,375,473 "," 35,208,171 "," 37,261,961 "," 39,519,233 "," 41,971,678 "," 44,222,564 "," 46,533,560 "," 48,912,960 "," 51,370,517 "," 54,200,041 ",Jember,"0","0","0","0","0","0","0","0","0","0"
"130",Bali,Jembrana," 5,665,580 "," 5,999,303 "," 6,365,858 "," 6,727,786 "," 7,134,968 "," 7,576,314 "," 8,027,935 "," 8,452,028 "," 8,924,376 "," 9,420,445 ",Jembrana,"0","0","0","0","0","0","0","0","0","0"
"131",South Sulawesi ,Jeneponto," 3,556,089 "," 3,856,301 "," 4,147,461 "," 4,422,901 "," 4,773,644 "," 5,085,916 "," 5,508,828 "," 5,963,562 "," 6,338,741 "," 6,685,623 ",Jeneponto,"0","0","0","0","0","0","0","0","0","0"
"132",Central Java,Jepara," 13,347,321 "," 14,004,325 "," 14,824,996 "," 15,623,739 "," 16,374,715 "," 17,210,366 "," 18,080,635 "," 19,055,336 "," 20,170,255 "," 21,384,283 ",Jepara,"0","0","0","0","0","0","0","0","0","0"
"133",East Java,Jombang," 17,350,781 "," 18,384,974 "," 19,514,847 "," 20,672,305 "," 21,793,191 "," 22,960,247 "," 24,199,072 "," 25,497,001 "," 26,846,145 "," 28,216,180 ",Jombang,"0","0","0","0","0","0","0","0","0","0"
"134",West Papua ,Kaimana," 1,126,866 "," 1,162,247 "," 1,273,145 "," 1,364,024 "," 1,438,384 "," 1,509,905 "," 1,557,819 "," 1,647,556 "," 1,739,446 "," 1,803,959 ",Kaimana,"0","0","0","0","0","0","0","0","0","0"
"135",Riau,Kampar," 37,822,020 "," 39,378,306 "," 41,668,547 "," 44,297,583 "," 45,816,466 "," 46,314,067 "," 47,610,214 "," 49,022,012 "," 49,958,841 "," 51,888,831 ",Kampar,"0","0","0","0","0","0","0","0","0","0"
"136",Central Kalimantan,Kapuas," 5,963,915 "," 6,313,069 "," 6,722,380 "," 7,179,967 "," 7,682,852 "," 8,241,408 "," 8,842,070 "," 9,515,602 "," 10,182,439 "," 10,911,518 ",Kapuas,"0","0","0","0","0","0","0","0","0","0"
"137",West Kalimantan,Kapuas Hulu," 4,244,540 "," 4,419,349 "," 4,629,366 "," 4,871,343 "," 5,065,318 "," 5,301,109 "," 5,580,747 "," 5,881,743 "," 6,155,952 "," 6,389,997 ",Kapuas Hulu,"0","0","0","0","0","0","0","0","0","0"
"138",Central Java,Karanganyar," 16,393,789 "," 17,205,064 "," 18,219,457 "," 19,256,516 "," 20,262,444 "," 21,286,287 "," 22,436,294 "," 23,731,952 "," 25,150,278 "," 26,599,744 ",Karanganyar,"0","0","0","0","0","0","0","0","0","0"
"139",Bali,Karangasem," 6,749,932 "," 7,116,364 "," 7,538,033 "," 8,002,149 "," 8,482,885 "," 8,991,746 "," 9,524,226 "," 10,006,135 "," 10,550,245 "," 11,130,343 ", ,,,,,,,,,,
"140",West Java,Karawang," 99,641,320 "," 106,174,676 "," 111,424,084 "," 120,294,864 "," 126,748,693 "," 132,453,568 "," 141,125,537 "," 148,358,445 "," 157,317,843 "," 163,946,848 ",Karawang,"0","0","0","0","0","0","0","0","0","0"
"141",Riau Islands,Karimun," 5,486,362 "," 5,872,368 "," 6,297,817 "," 6,744,254 "," 7,207,305 "," 7,678,539 "," 8,152,070 "," 8,583,141 "," 9,016,343 "," 9,456,919 ",Karimun,"0","0","0","0","0","0","0","0","0","0"
"142",North Sumatera,Karo," 9,231,179 "," 9,761,553 "," 10,258,345 "," 10,765,985 "," 11,314,387 "," 11,880,928 "," 12,494,867 "," 13,145,851 "," 13,744,174 "," 14,376,277 ",Karo,"0","0","0","0","0","0","0","0","0","1"
"143",Central Kalimantan,Katingan," 2,932,756 "," 3,112,729 "," 3,306,736 "," 3,516,159 "," 3,746,349 "," 3,990,905 "," 4,251,998 "," 4,531,079 "," 4,829,628 "," 5,110,221 ",Katingan,"0","0","0","0","0","0","0","0","0","0"
"144",Bengkulu,Kaur," 1,434,611 "," 1,507,503 "," 1,589,693 "," 1,686,566 "," 1,767,847 "," 1,855,582 "," 1,953,631 "," 2,051,247 "," 2,153,486 "," 2,260,793 ",Kaur,"0","0","0","0","0","0","0","0","0","0"
"145",West Kalimantan,Kayong Utara," 1,588,755 "," 1,669,034 "," 1,765,449 "," 1,858,129 "," 1,963,337 "," 2,062,087 "," 2,185,465 "," 2,302,835 "," 2,416,580 "," 2,536,742 ",Kayong Utara,"0","0","0","0","0","0","0","0","0","0"
"146",Central Java,Kebumen," 12,311,422 "," 13,068,986 "," 13,707,057 "," 14,333,334 "," 15,163,092 "," 16,115,554 "," 16,923,720 "," 17,794,789 "," 18,778,049 "," 19,815,063 ",Kebumen,"0","0","0","0","0","0","0","0","0","0"
"147",East Java,Kediri," 18,254,461 "," 19,354,905 "," 20,538,323 "," 21,733,458 "," 22,889,972 "," 24,007,724 "," 25,211,901 "," 26,446,174 "," 27,786,420 "," 29,193,722 ",Kediri,"0","0","0","0","0","0","0","0","0","0"
"148",Papua,Keerom," 1,094,604 "," 1,193,223 "," 1,299,654 "," 1,424,286 "," 1,549,478 "," 1,658,202 "," 1,754,130 "," 1,839,174 "," 1,916,264 "," 1,991,014 ",Keerom,"0","0","0","0","0","0","0","0","0","0"
"149",Central Java,Kendal," 18,798,278 "," 20,032,434 "," 21,075,717 "," 22,386,124 "," 23,536,834 "," 24,762,325 "," 26,139,415 "," 27,649,777 "," 29,245,665 "," 30,916,387 ",Kendal,"0","0","0","0","0","0","0","0","0","0"
"150",Bengkulu,Kepahiang," 1,705,744 "," 1,814,120 "," 1,929,216 "," 2,049,378 "," 2,170,023 "," 2,292,650 "," 2,421,727 "," 2,545,973 "," 2,673,149 "," 2,803,865 ",Kepahiang,"0","0","0","0","0","0","0","0","1","1"
"151",West Sumatera,Kepulauan Mentawai," 1,905,952 "," 2,006,549 "," 2,114,319 "," 2,236,274 "," 2,360,746 "," 2,483,572 "," 2,608,127 "," 2,741,550 "," 2,875,664 "," 3,011,724 ", ,,,,,,,,,,
"152",Riau Islands,Kepulauan Anambas," 10,962,794 "," 11,162,013 "," 11,595,839 "," 11,964,652 "," 12,407,907 "," 12,784,246 "," 13,155,244 "," 13,142,455 "," 12,063,353 "," 12,047,346 ",Kepulauan Anambas,"0","0","0","0","0","0","0","0","0","0"
"153",Maluku,Kepulauan Aru," 1,348,409 "," 1,419,145 "," 1,530,371 "," 1,624,365 "," 1,734,152 "," 1,821,139 "," 1,916,829 "," 2,030,357 "," 2,153,278 "," 2,278,619 ",Kepulauan Aru,"0","0","0","0","0","0","0","0","0","0"
"154",Riau,Kepulauan Meranti," 8,690,279 "," 9,287,925 "," 9,909,809 "," 10,329,760 "," 10,788,977 "," 11,096,269 "," 11,451,080 "," 11,827,313 "," 12,304,367 "," 12,629,433 ",Kepulauan Meranti,"0","0","0","0","0","0","1","1","1","1"
"155",North Sulawesi ,Kepulauan Sangihe," 1,867,627 "," 1,940,811 "," 2,048,629 "," 2,163,380 "," 2,281,136 "," 2,419,696 "," 2,566,764 "," 2,706,571 "," 2,855,316 "," 3,010,133 ",Kepulauan Sangihe,"0","0","0","0","0","0","0","0","0","0"
"156",South Sulawesi ,Kepulauan Selayar," 1,807,293 "," 1,967,829 "," 2,122,812 "," 2,296,375 "," 2,503,349 "," 2,724,399 "," 2,924,716 "," 3,147,389 "," 3,422,670 "," 3,685,668 ",Kepulauan Selayar,"0","0","0","0","0","0","0","0","0","0"
"157",Jakarta Special Region,Kepulauann Seribu," 3,584,570 "," 3,737,994 "," 3,753,239 "," 3,782,748 "," 3,796,477 "," 3,807,888 "," 3,815,300 "," 3,863,751 "," 3,936,012 "," 3,898,736 ", ,,,,,,,,,,
"158",North Maluku ,Kepulauan Sula," 989,624 "," 1,049,149 "," 1,114,242 "," 1,181,706 "," 1,254,125 "," 1,327,814 "," 1,395,650 "," 1,463,030 "," 1,544,537 "," 1,639,595 ",Kepulauan Sula,"0","0","0","0","0","0","0","0","0","0"
"159",North Sulawesi ,Kepulauan Talaud," 1,047,200 "," 1,079,324 "," 1,132,903 "," 1,191,788 "," 1,253,543 "," 1,319,041 "," 1,388,746 "," 1,459,636 "," 1,532,887 "," 1,604,808 ",Kepulauan Talaud,"0","0","0","0","0","0","0","0","0","0"
"160",Papua,Kepulauan Yapen," 1,749,767 "," 1,867,582 "," 1,967,651 "," 2,112,371 "," 2,258,852 "," 2,400,151 "," 2,530,005 "," 2,647,456 "," 2,767,986 "," 2,898,819 ",Kepulauan Yapen,"0","0","0","0","0","0","0","0","0","0"
"161",Jambi,Kerinci," 3,639,538 "," 3,865,496 "," 4,155,506 "," 4,411,406 "," 4,811,384 "," 5,120,000 "," 5,464,048 "," 5,784,485 "," 6,069,601 "," 6,326,541 ",Kerinci,"0","0","0","0","0","0","0","1","1","1"
"162",West Kalimantan,Ketapang," 10,585,711 "," 11,384,047 "," 11,913,623 "," 12,476,378 "," 12,820,507 "," 13,529,100 "," 14,607,935 "," 15,661,142 "," 16,887,779 "," 17,999,835 ",Ketapang,"0","0","0","0","0","0","0","0","0","0"
"163",Central Java,Klaten," 17,002,050 "," 18,071,351 "," 19,102,403 "," 20,241,429 "," 21,424,522 "," 22,558,976 "," 23,725,741 "," 24,993,103 "," 26,360,650 "," 27,805,994 ",Klaten,"0","0","0","0","0","0","0","0","0","0"
"164",Bali,Klungkung," 3,580,196 "," 3,798,863 "," 4,036,356 "," 4,280,453 "," 4,536,345 "," 4,813,393 "," 5,115,609 "," 5,387,614 "," 5,682,943 "," 5,990,940 ",Klungkung,"0","0","0","0","0","0","0","0","0","0"
"165",South East Sulawesi ,Kolaka," 11,045,547 "," 12,644,473 "," 14,722,380 "," 13,521,675 "," 13,587,196 "," 14,476,905 "," 15,219,394 "," 16,799,890 "," 17,781,514 "," 18,873,156 ",Kolaka,"0","0","0","0","0","0","0","0","0","0"
"166",South East Sulawesi ,Kolaka Timur," - "," - "," - "," 2,256,163 "," 2,455,735 "," 2,607,699 "," 2,800,746 "," 2,943,933 "," 3,084,374 "," 3,266,772 ",Kolaka Timur,"0","0","0","0","0","0","0","0","0","0"
"167",South East Sulawesi ,Kolaka Utara," 3,172,451 "," 3,477,622 "," 3,889,665 "," 4,228,093 "," 4,581,377 "," 4,904,226 "," 5,280,490 "," 5,598,714 "," 5,967,485 "," 6,331,382 ",Kolaka Utara,"0","0","0","0","0","0","0","0","0","0"
"168",South East Sulawesi ,Konawe," 4,004,281 "," 4,339,138 "," 4,757,520 "," 4,383,570 "," 4,733,358 "," 5,022,745 "," 5,300,571 "," 5,576,946 "," 6,173,935 "," 6,904,785 ",Konawe,"0","0","0","0","0","0","0","0","0","0"
"169",South East Sulawesi ,Konawe Kepulauan," - "," - "," - "," 681,546 "," 733,949 "," 791,129 "," 852,992 "," 913,548 "," 981,375 "," 1,053,579 ",Konawe Kepulauan ,"0","0","0","0","0","0","0","0","0","0"
"170",South East Sulawesi ,Konawe Selatan," 4,462,860 "," 4,859,949 "," 5,346,779 "," 5,718,371 "," 6,127,460 "," 6,625,380 "," 7,086,106 "," 7,560,429 "," 7,988,722 "," 8,443,366 ",Konawe Selatan,"0","0","0","0","0","0","0","0","0","0"
"171",South East Sulawesi ,Konawe Utara," 1,610,764 "," 1,756,433 "," 1,907,058 "," 2,040,836 "," 2,105,153 "," 2,247,307 "," 2,374,009 "," 2,516,556 "," 2,677,018 "," 2,848,572 ",Konawe Utara,"0","0","0","0","0","0","0","0","0","0"
"172",Maluku,Kota Ambon," 5,911,770 "," 6,333,577 "," 6,861,335 "," 7,274,166 "," 7,704,150 "," 8,210,004 "," 8,715,004 "," 9,252,475 "," 9,827,385 "," 10,394,972 ",Kota Ambon,"0","0","0","0","0","0","0","0","0","0"
"173",East Kalimantan,Kota Balikpapan," 57,611,961 "," 60,260,221 "," 63,615,144 "," 65,907,250 "," 68,963,949 "," 69,785,745 "," 73,221,462 "," 76,032,079 "," 79,807,109 "," 83,793,414 ",Kota Balikpapan,"0","0","0","0","0","0","0","0","0","0"
"174",Aceh,Kota Banda Aceh," 10,062,081 "," 10,518,849 "," 11,079,680 "," 11,597,228 "," 12,118,527 "," 12,724,949 "," 13,480,110 "," 13,937,101 "," 14,556,917 "," 15,157,978 ",Kota Banda Aceh,"0","0","0","0","0","0","0","0","0","0"
"175",Lampung,Kota Bandar Lampung," 22,409,557 "," 23,818,685 "," 25,403,655 "," 27,123,918 "," 29,036,173 "," 30,873,560 "," 32,859,032 "," 34,921,076 "," 37,084,488 "," 39,373,235 ",Kota Bandar Lampung,"0","0","0","0","0","0","0","0","0","0"
"176",West Java,Kota Bandung," 102,154,915 "," 110,234,437 "," 119,632,250 "," 129,005,462 "," 138,960,941 "," 149,580,379 "," 161,227,832 "," 172,851,961 "," 185,084,176 "," 197,642,888 ",Kota Bandung,"0","0","0","0","0","0","0","0","0","0"
"177",West Java,Kota Banjar," 2,026,316 "," 2,137,132 "," 2,250,796 "," 2,373,512 "," 2,491,637 "," 2,624,237 "," 2,772,840 "," 2,919,724 "," 3,067,110 "," 3,221,445 ",Kota Banjar,"0","0","0","0","0","0","0","0","0","0"
"178",South Kalimantan,Kota Banjar Baru," 3,475,510 "," 3,683,619 "," 3,924,617 "," 4,183,368 "," 4,462,827 "," 4,771,071 "," 5,101,947 "," 5,456,867 "," 5,833,184 "," 6,232,665 ",Kota Banjar Baru,"0","0","0","0","0","0","0","0","0","0"
"179",South Kalimantan,Kota Banjarmasin," 13,067,090 "," 13,740,231 "," 14,588,857 "," 15,600,542 "," 16,553,886 "," 17,511,611 "," 18,611,319 "," 19,801,580 "," 21,065,062 "," 22,348,713 ",Kota Banjarmasin,"0","0","0","0","0","0","0","0","0","0"
"180",South Kalimantan,Kota Baru," 11,443,592 "," 12,168,987 "," 12,963,672 "," 13,640,415 "," 14,276,616 "," 14,749,943 "," 15,376,929 "," 16,148,141 "," 16,938,100 "," 17,637,051 ",Kota Baru,"0","0","0","0","0","0","0","0","0","0"
"181",Riau Islands,Kota Batam," 63,640,191 "," 68,621,399 "," 73,698,073 "," 78,991,103 "," 84,644,069 "," 90,457,744 "," 95,369,705 "," 97,862,556 "," 102,718,600 "," 108,800,353 ",Kota Batam,"0","0","0","0","0","0","0","0","0","0"
"182",East Java,Kota Batu," 6,504,388 "," 6,967,980 "," 7,473,627 "," 8,018,625 "," 8,572,129 "," 9,145,948 "," 9,750,908 "," 10,390,844 "," 11,065,989 "," 11,786,650 ",Kota Batu,"0","0","0","0","0","0","0","0","0","0"
"183",South East Sulawesi ,Kota Baubau," 3,285,316 "," 3,598,197 "," 3,951,825 "," 4,267,642 "," 4,635,827 "," 5,045,447 "," 5,450,872 "," 5,825,475 "," 6,216,222 "," 6,626,113 ",Kota Baubau,"0","0","0","0","0","0","0","0","0","0"
"184",West Java,Kota Bekasi," 41,283,495 "," 43,946,084 "," 46,907,333 "," 49,741,127 "," 52,534,090 "," 55,456,075 "," 58,831,077 "," 62,202,006 "," 65,845,093 "," 69,406,530 ",Kota Bekasi ,"0","0","0","0","0","0","0","0","0","0"
"185",Bengkulu,Kota Bengkulu," 9,004,459 "," 9,657,223 "," 10,327,321 "," 10,956,459 "," 11,627,451 "," 12,327,029 "," 13,082,472 "," 13,796,915 "," 14,552,353 "," 15,339,352 ",Kota Bengkulu,"0","0","0","0","0","0","0","0","0","0"
"186",West Nusa Tenggara ,Kota Bima," 1,857,963 "," 1,953,159 "," 2,062,497 "," 2,177,543 "," 2,305,834 "," 2,438,487 "," 2,579,583 "," 2,751,187 "," 2,880,587 "," 3,029,041 ",Kota Bima,"0","0","0","0","0","0","0","0","0","0"
"187",North Sumatera,Kota Binjai," 4,960,425 "," 5,236,274 "," 5,553,626 "," 5,890,967 "," 6,234,288 "," 6,571,204 "," 6,935,554 "," 7,309,572 "," 7,708,593 "," 8,133,536 ",Kota Binjai,"0","0","0","0","0","0","0","0","0","0"
"188",North Sulawesi ,Kota Bitung," 6,845,770 "," 7,247,816 "," 7,715,400 "," 8,229,152 "," 8,755,305 "," 9,064,842 "," 9,537,545 "," 10,127,353 "," 10,735,834 "," 11,171,831 ",Kota Bitung,"0","0","0","0","0","0","0","0","0","0"
"189",East Java,Kota Blitar," 2,854,956 "," 3,038,437 "," 3,236,606 "," 3,446,832 "," 3,649,649 "," 3,856,908 "," 4,079,259 "," 4,315,015 "," 4,566,201 "," 4,832,892 ",Kota Blitar ,"0","0","0","0","0","0","0","0","0","0"
"190",West Java,Kota Bogor," 18,775,589 "," 19,944,168 "," 21,203,570 "," 22,484,668 "," 23,835,311 "," 25,298,604 "," 27,002,252 "," 28,654,971 "," 30,413,575 "," 32,295,729 ",Kota Bogor ,"0","0","0","0","0","0","0","0","0","0"
"191",West Sumatera,Kota Bukittinggi," 3,598,797 "," 3,819,054 "," 4,069,018 "," 4,324,424 "," 4,592,478 "," 4,874,255 "," 5,168,976 "," 5,483,398 "," 5,812,391 "," 6,152,077 ",Kota Bukittinggi,"0","0","0","0","0","0","0","0","0","0"
"192",Banten,Kota Cilegon," 44,676,529 "," 47,633,318 "," 51,300,206 "," 54,732,934 "," 57,261,923 "," 59,982,732 "," 62,981,047 "," 66,444,529 "," 70,502,082 "," 74,228,641 ",Kota Cilegon,"0","0","0","0","0","0","0","0","0","0"
"193",West Java,Kota Cimahi," 13,571,610 "," 14,318,600 "," 15,212,150 "," 16,072,355 "," 16,955,240 "," 17,876,441 "," 18,882,155 "," 19,907,130 "," 21,192,604 "," 22,856,042 ",Kota Cimahi,"0","0","0","0","0","0","0","0","0","0"
"194",West Java,Kota Cirebon," 10,093,709 "," 10,677,433 "," 11,309,383 "," 11,863,885 "," 12,541,219 "," 13,269,243 "," 14,077,046 "," 14,893,139 "," 15,817,178 "," 16,812,489 ",Kota Cirebon,"0","0","0","0","0","0","0","0","0","0"
"195",Bali,Kota Denpasar," 20,309,166 "," 21,763,406 "," 23,397,174 "," 25,026,209 "," 26,778,585 "," 28,422,698 "," 30,273,394 "," 32,105,350 "," 34,166,036 "," 36,154,417 ",Kota Denpasar ,"0","0","0","0","0","0","0","0","0","0"
"196",West Java,Kota Depok," 26,601,854 "," 28,412,629 "," 30,703,249 "," 32,805,891 "," 35,192,762 "," 37,529,475 "," 40,263,233 "," 42,981,283 "," 45,978,885 "," 49,076,577 ",Kota Depok ,"0","0","0","0","0","0","0","0","0","0"
"197",Riau,Kota Dumai," 17,495,472 "," 18,242,262 "," 18,909,846 "," 19,605,668 "," 20,132,376 "," 20,541,694 "," 21,391,569 "," 22,344,834 "," 23,538,467 "," 24,856,902 ",Kota Dumai,"0","0","0","0","0","0","0","0","0","0"
"198",Gorontalo,Kota Gorontalo," 3,219,608 "," 3,470,379 "," 3,743,753 "," 4,039,670 "," 4,360,215 "," 4,675,547 "," 5,021,773 "," 5,394,643 "," 5,772,119 "," 6,173,366 ",Kota Gorontalo,"0","0","0","0","0","0","0","0","0","0"
"199",North Sumatera,Kota Gunungsitoli," 2,016,680 "," 2,143,603 "," 2,276,148 "," 2,417,719 "," 2,564,368 "," 2,712,864 "," 2,876,340 "," 3,049,125 "," 3,232,969 "," 3,428,449 ",Kota Gunungsitoli,"0","0","0","0","0","0","0","0","0","0"
"200",Jakarta Special Region,Kota Jakarta Barat," 182,020,885 "," 194,609,504 "," 208,109,600 "," 221,960,378 "," 235,186,462 "," 249,328,637 "," 264,434,926 "," 281,570,445 "," 299,452,402 "," 318,927,929 ",Kota Jakarta Barat,"0","0","0","0","0","0","0","0","0","0"
"201",Jakarta Special Region,Kota Jakarta Pusat," 258,419,705 "," 276,997,678 "," 296,540,046 "," 314,562,245 "," 332,896,524 "," 355,092,532 "," 377,781,738 "," 400,474,897 "," 424,204,369 "," 452,521,529 ",Kota Jakarta Pusat,"0","0","0","0","0","0","0","0","0","0"
"202",Jakarta Special Region,Kota Jakarta Selatan," 241,225,134 "," 258,049,207 "," 275,317,710 "," 292,545,903 "," 310,185,286 "," 329,155,038 "," 349,251,708 "," 371,253,513 "," 394,429,958 "," 421,300,849 ",Kota Jakarta Selatan,"0","0","0","0","0","0","0","0","0","0"
"203",Jakarta Special Region,Kota Jakarta Timur," 186,512,337 "," 198,226,284 "," 210,383,750 "," 222,785,517 "," 236,464,308 "," 249,476,978 "," 264,810,039 "," 281,363,140 "," 298,530,651 "," 313,540,959 ",Kota Jakarta Timur,"0","0","0","0","0","0","0","0","0","0"
"204",Jakarta Special Region,Kota Jakarta Utara," 203,420,850 "," 216,349,996 "," 229,401,777 "," 242,743,312 "," 256,807,476 "," 271,155,620 "," 283,654,319 "," 301,779,315 "," 320,658,348 "," 332,807,592 ",Kota Jakarta Utara ,"0","0","0","0","0","0","0","0","0","0"
"205",Jambi,Kota Jambi," 11,070,370 "," 11,932,756 "," 12,848,141 "," 13,939,735 "," 15,080,230 "," 15,851,954 "," 16,936,442 "," 17,728,339 "," 18,667,873 "," 19,550,812 ",Kota Jambi,"0","0","0","0","0","0","0","0","0","0"
"206",Papua,Kota Jayapura," 11,330,886 "," 12,538,781 "," 13,772,288 "," 15,198,098 "," 16,746,770 "," 18,166,640 "," 19,480,404 "," 20,652,969 "," 21,778,321 "," 22,857,302 ",Kota Jayapura,"0","0","0","0","0","0","0","0","0","0"
"207",East Java,Kota Kediri," 57,550,591 "," 60,020,076 "," 63,185,080 "," 65,408,805 "," 69,232,890 "," 72,945,529 "," 76,988,365 "," 80,946,164 "," 85,337,679 "," 90,001,516 ",Kota Kediri ,"0","0","0","0","0","0","0","0","0","0"
"208",South East Sulawesi ,Kota Kendari," 8,194,900 "," 9,036,001 "," 9,926,252 "," 10,787,974 "," 11,848,051 "," 12,784,366 "," 13,935,907 "," 14,825,460 "," 15,727,055 "," 16,745,399 ",Kota Kendari,"0","0","0","0","0","0","0","0","0","0"
"209",North Sulawesi ,Kota Kotamobagu," 1,339,171 "," 1,426,089 "," 1,525,280 "," 1,632,889 "," 1,742,349 "," 1,855,963 "," 1,979,106 "," 2,113,409 "," 2,254,153 "," 2,392,383 ",Kota Kotamobagu,"0","0","0","0","0","0","0","0","0","0"
"210",East Nusa Tenggara,Kota Kupang," 9,066,270 "," 9,867,236 "," 10,609,469 "," 11,373,405 "," 12,147,981 "," 12,953,369 "," 13,826,094 "," 14,770,134 "," 15,743,685 "," 16,693,920 ",Kota Kupang,"0","0","0","0","0","0","0","0","0","0"
"211",Aceh,Kota Langsa," 2,609,185 "," 2,722,523 "," 2,851,123 "," 2,981,532 "," 3,107,821 "," 3,244,672 "," 3,390,390 "," 3,540,718 "," 3,694,087 "," 3,856,219 ",Kota Langsa,"0","0","0","0","0","0","0","0","0","0"
"212",Aceh,Kota Lhokseumawe," 9,091,249 "," 8,873,695 "," 8,980,377 "," 8,878,224 "," 8,222,328 "," 6,550,150 "," 6,450,408 "," 6,591,663 "," 6,840,711 "," 7,112,685 ",Kota Lhokseumawe,"0","0","0","0","0","0","0","0","0","0"
